time;Vel. Desejada;PID;CN;A = vel_PID - vel_RNA;A²;Soma/n;
51,56;-1,307472842;-1,2986;-1,3302;0,0316;9,99E-04;;-6,0976823
51,58;-1,307472842;-1,2992;-1,33;0,0308;9,49E-04;;-6,0976823
51,6;-1,307472842;-1,2998;-1,3297;0,0299;8,94E-04;;-6,0976823
51,62;-1,307472842;-1,3004;-1,3294;0,029;8,41E-04;;-6,0976823
51,64;-1,307472842;-1,301;-1,3291;0,0281;7,90E-04;;-6,0976823
51,66;-1,307472842;-1,3015;-1,3289;0,0274;7,51E-04;;-6,0976823
51,68;-1,307472842;-1,302;-1,3286;0,0266;7,08E-04;;-6,0976823
51,7;-1,307472842;-1,3025;-1,3284;0,0259;6,71E-04;;-6,0976823
51,72;-1,307472842;-1,303;-1,3282;0,0252;6,35E-04;;-6,0976823
51,74;-1,307472842;-1,3034;-1,3279;0,0245;6,00E-04;;-6,0976823
51,76;-1,307472842;-1,3038;-1,3277;0,0239;5,71E-04;;-6,0976823
51,78;-1,307472842;-1,3043;-1,3275;0,0232;5,38E-04;;-6,0976823
51,8;-1,307472842;-1,3046;-1,3273;0,0227;5,15E-04;;-6,0976823
51,82;-1,307472842;-1,305;-1,3271;0,0221;4,88E-04;;-6,0976823
51,84;-1,307472842;-1,3054;-1,3269;0,0215;4,62E-04;;-6,0976823
51,86;-1,307472842;-1,3057;-1,3267;0,021;4,41E-04;;-6,0976823
51,88;-1,307472842;-1,306;-1,3265;0,0205;4,20E-04;;-6,0976823
51,9;-1,307472842;-1,3063;-1,3263;0,02;4,00E-04;;-6,0976823
51,92;-1,307472842;-1,3066;-1,3261;0,0195;3,80E-04;;-6,0976823
51,94;-1,307472842;-1,3069;-1,326;0,0191;3,65E-04;;-6,0976823
51,96;-1,307472842;-1,3071;-1,3258;0,0187;3,50E-04;;-6,0976823
51,98;-1,307472842;-1,3074;-1,3256;0,0182;3,31E-04;;-6,0976823
52;-1,307472842;-1,3076;-1,3255;0,0179;3,20E-04;;-6,0976823
52,02;-1,307472842;-1,3078;-1,3253;0,0175;3,06E-04;;-6,0976823
52,04;-1,307472842;-1,308;-1,3252;0,0172;2,96E-04;;-6,0976823
52,06;-1,307472842;-1,3082;-1,325;0,0168;2,82E-04;;-6,0976823
52,08;-1,307472842;-1,3084;-1,3249;0,0165;2,72E-04;;-6,0976823
52,1;-1,307472842;-1,3085;-1,3247;0,0162;2,62E-04;;-6,0976823
52,12;-1,307472842;-1,3087;-1,3246;0,0159;2,53E-04;;-6,0976823
52,14;-1,307472842;-1,3088;-1,3245;0,0157;2,46E-04;;-6,0976823
52,16;-1,307472842;-1,309;-1,3244;0,0154;2,37E-04;;-6,0976823
52,18;-1,307472842;-1,3091;-1,3242;0,0151;2,28E-04;;-6,0976823
52,2;-1,307472842;-1,3092;-1,3241;0,0149;2,22E-04;;-6,0976823
52,22;-1,307472842;-1,3093;-1,324;0,0147;2,16E-04;;-6,0976823
52,24;-1,307472842;-1,3094;-1,3239;0,0145;2,10E-04;;-6,0976823
52,26;-1,307472842;-1,3095;-1,3238;0,0143;2,04E-04;;-6,0976823
52,28;-1,307472842;-1,3096;-1,3237;0,0141;1,99E-04;;-6,0976823
52,3;-1,307472842;-1,3096;-1,3236;0,014;1,96E-04;;-6,0976823
52,32;-1,307472842;-1,3097;-1,3235;0,0138;1,90E-04;;-6,0976823
52,34;-1,307472842;-1,3098;-1,3234;0,0136;1,85E-04;;-6,0976823
52,36;-1,307472842;-1,3098;-1,3233;0,0135;1,82E-04;;-6,0976823
52,38;-1,307472842;-1,3099;-1,3232;0,0133;1,77E-04;;-6,0976823
52,4;-1,307472842;-1,3099;-1,3231;0,0132;1,74E-04;;-6,0976823
52,42;-1,307472842;-1,3099;-1,3231;0,0132;1,74E-04;;-6,0976823
52,44;-1,307472842;-1,31;-1,323;0,013;1,69E-04;;-6,0976823
52,46;-1,307472842;-1,31;-1,3229;0,0129;1,66E-04;;-6,0976823
52,48;-1,307472842;-1,31;-1,3228;0,0128;1,64E-04;;-6,0976823
52,5;-1,307472842;-1,31;-1,3228;0,0128;1,64E-04;;-6,0976823
52,52;-1,307472842;-1,31;-1,3227;0,0127;1,61E-04;;-6,0976823
52,54;-1,307472842;-1,31;-1,3226;0,0126;1,59E-04;;-6,0976823
52,56;-1,307472842;-1,31;-1,3226;0,0126;1,59E-04;;-6,0976823
52,58;-1,307472842;-1,31;-1,3225;0,0125;1,56E-04;;-6,0976823
52,6;-1,307472842;-1,31;-1,3225;0,0125;1,56E-04;;-6,0976823
52,62;-1,307472842;-1,31;-1,3224;0,0124;1,54E-04;;-6,0976823
52,64;-1,307472842;-1,31;-1,3223;0,0123;1,51E-04;;-6,0976823
52,66;-1,307472842;-1,3099;-1,3223;0,0124;1,54E-04;;-6,0976823
52,68;-1,307472842;-1,3099;-1,3222;0,0123;1,51E-04;;-6,0976823
52,7;-1,307472842;-1,3099;-1,3222;0,0123;1,51E-04;;-6,0976823
52,72;-1,307472842;-1,3099;-1,3222;0,0123;1,51E-04;;-6,0976823
52,74;-1,307472842;-1,3098;-1,3221;0,0123;1,51E-04;;-6,0976823
52,76;-1,307472842;-1,3098;-1,3221;0,0123;1,51E-04;;-6,0976823
52,78;-1,307472842;-1,3098;-1,322;0,0122;1,49E-04;;-6,0976823
52,8;-1,307472842;-1,3098;-1,322;0,0122;1,49E-04;;-6,0976823
52,82;-1,307472842;-1,3097;-1,3219;0,0122;1,49E-04;;-6,0976823
52,84;-1,307472842;-1,3097;-1,3219;0,0122;1,49E-04;;-6,0976823
52,86;-1,307472842;-1,3096;-1,3219;0,0123;1,51E-04;;-6,0976823
52,88;-1,307472842;-1,3096;-1,3218;0,0122;1,49E-04;;-6,0976823
52,9;-1,307472842;-1,3096;-1,3218;0,0122;1,49E-04;;-6,0976823
52,92;-1,307472842;-1,3095;-1,3218;0,0123;1,51E-04;;-6,0976823
52,94;-1,307472842;-1,3095;-1,3218;0,0123;1,51E-04;;-6,0976823
52,96;-1,307472842;-1,3094;-1,3217;0,0123;1,51E-04;;-6,0976823
52,98;-1,307472842;-1,3094;-1,3217;0,0123;1,51E-04;;-6,0976823
53;-1,307472842;-1,3094;-1,3217;0,0123;1,51E-04;;-6,0976823
53,02;-1,307472842;-1,3093;-1,3217;0,0124;1,54E-04;;-6,0976823
53,04;-1,307472842;-1,3093;-1,3216;0,0123;1,51E-04;;-6,0976823
53,06;-1,307472842;-1,3092;-1,3216;0,0124;1,54E-04;;-6,0976823
53,08;-1,307472842;-1,3092;-1,3216;0,0124;1,54E-04;;-6,0976823
53,1;-1,307472842;-1,3091;-1,3216;0,0125;1,56E-04;;-6,0976823
53,12;-1,307472842;-1,3091;-1,3216;0,0125;1,56E-04;;-6,0976823
53,14;-1,307472842;-1,3091;-1,3215;0,0124;1,54E-04;;-6,0976823
53,16;-1,307472842;-1,309;-1,3215;0,0125;1,56E-04;;-6,0976823
53,18;-1,307472842;-1,309;-1,3215;0,0125;1,56E-04;;-6,0976823
53,2;-1,307472842;-1,3089;-1,3215;0,0126;1,59E-04;;-6,0976823
53,22;-1,307472842;-1,3089;-1,3215;0,0126;1,59E-04;;-6,0976823
53,24;-1,307472842;-1,3088;-1,3215;0,0127;1,61E-04;;-6,0976823
53,26;-1,307472842;-1,3088;-1,3215;0,0127;1,61E-04;;-6,0976823
53,28;-1,307472842;-1,3088;-1,3214;0,0126;1,59E-04;;-6,0976823
53,3;-1,307472842;-1,3087;-1,3214;0,0127;1,61E-04;;-6,0976823
53,32;-1,307472842;-1,3087;-1,3214;0,0127;1,61E-04;;-6,0976823
53,34;-1,307472842;-1,3086;-1,3214;0,0128;1,64E-04;;-6,0976823
53,36;-1,307472842;-1,3086;-1,3214;0,0128;1,64E-04;;-6,0976823
53,38;-1,307472842;-1,3086;-1,3214;0,0128;1,64E-04;;-6,0976823
53,4;-1,307472842;-1,3085;-1,3214;0,0129;1,66E-04;;-6,0976823
53,42;-1,307472842;-1,3085;-1,3214;0,0129;1,66E-04;;-6,0976823
53,44;-1,307472842;-1,3084;-1,3214;0,013;1,69E-04;;-6,0976823
53,46;-1,307472842;-1,3084;-1,3214;0,013;1,69E-04;;-6,0976823
53,48;-1,307472842;-1,3084;-1,3214;0,013;1,69E-04;;-6,0976823
53,5;-1,307472842;-1,3083;-1,3214;0,0131;1,72E-04;;-6,0976823
53,52;-1,307472842;-1,3083;-1,3213;0,013;1,69E-04;;-6,0976823
53,54;-1,307472842;-1,3083;-1,3213;0,013;1,69E-04;;-6,0976823
53,56;-1,307472842;-1,3082;-1,3213;0,0131;1,72E-04;;-6,0976823
53,58;-1,307472842;-1,3082;-1,3213;0,0131;1,72E-04;;-6,0976823
53,6;-1,307472842;-1,3082;-1,3213;0,0131;1,72E-04;;-6,0976823
53,62;-1,307472842;-1,3081;-1,3213;0,0132;1,74E-04;;-6,0976823
53,64;-1,307472842;-1,3081;-1,3213;0,0132;1,74E-04;;-6,0976823
53,66;-1,307472842;-1,3081;-1,3213;0,0132;1,74E-04;;-6,0976823
53,68;-1,307472842;-1,3081;-1,3213;0,0132;1,74E-04;;-6,0976823
53,7;-1,307472842;-1,308;-1,3213;0,0133;1,77E-04;;-6,0976823
53,72;-1,307472842;-1,308;-1,3213;0,0133;1,77E-04;;-6,0976823
53,74;-1,307472842;-1,308;-1,3213;0,0133;1,77E-04;;-6,0976823
53,76;-1,307472842;-1,308;-1,3213;0,0133;1,77E-04;;-6,0976823
53,78;-1,307472842;-1,3079;-1,3213;0,0134;1,80E-04;;-6,0976823
53,8;-1,307472842;-1,3079;-1,3213;0,0134;1,80E-04;;-6,0976823
53,82;-1,307472842;-1,3079;-1,3213;0,0134;1,80E-04;;-6,0976823
53,84;-1,307472842;-1,3079;-1,3213;0,0134;1,80E-04;;-6,0976823
53,86;-1,307472842;-1,3078;-1,3213;0,0135;1,82E-04;;-6,0976823
53,88;-1,307472842;-1,3078;-1,3213;0,0135;1,82E-04;;-6,0976823
53,9;-1,307472842;-1,3078;-1,3213;0,0135;1,82E-04;;-6,0976823
53,92;-1,307472842;-1,3078;-1,3213;0,0135;1,82E-04;;-6,0976823
53,94;-1,307472842;-1,3078;-1,3213;0,0135;1,82E-04;;-6,0976823
53,96;-1,307472842;-1,3077;-1,3213;0,0136;1,85E-04;;-6,0976823
53,98;-1,307472842;-1,3077;-1,3213;0,0136;1,85E-04;;-6,0976823
54;-4,663716219;-1,3077;-1,3213;0,0136;1,85E-04;;-21,75024897
54,02;-4,663716219;-1,3146;-1,3336;0,019;3,61E-04;;-21,75024897
54,04;-4,663716219;-1,3338;-1,367;0,0332;1,10E-03;;-21,75024897
54,06;-4,663716219;-1,3633;-1,4167;0,0534;2,85E-03;;-21,75024897
54,08;-4,663716219;-1,4013;-1,479;0,0777;6,04E-03;;-21,75024897
54,1;-4,663716219;-1,4466;-1,5509;0,1043;1,09E-02;;-21,75024897
54,12;-4,663716219;-1,4978;-1,63;0,1322;1,75E-02;;-21,75024897
54,14;-4,663716219;-1,5539;-1,7142;0,1603;2,57E-02;;-21,75024897
54,16;-4,663716219;-1,614;-1,802;0,188;3,53E-02;;-21,75024897
54,18;-4,663716219;-1,6775;-1,8922;0,2147;4,61E-02;;-21,75024897
54,2;-4,663716219;-1,7436;-1,9839;0,2403;5,77E-02;;-21,75024897
54,22;-4,663716219;-1,8118;-2,0761;0,2643;6,99E-02;;-21,75024897
54,24;-4,663716219;-1,8816;-2,1683;0,2867;8,22E-02;;-21,75024897
54,26;-4,663716219;-1,9526;-2,26;0,3074;9,45E-02;;-21,75024897
54,28;-4,663716219;-2,0244;-2,3508;0,3264;1,07E-01;;-21,75024897
54,3;-4,663716219;-2,0968;-2,4404;0,3436;1,18E-01;;-21,75024897
54,32;-4,663716219;-2,1695;-2,5285;0,359;1,29E-01;;-21,75024897
54,34;-4,663716219;-2,2423;-2,615;0,3727;1,39E-01;;-21,75024897
54,36;-4,663716219;-2,3149;-2,6997;0,3848;1,48E-01;;-21,75024897
54,38;-4,663716219;-2,3872;-2,7825;0,3953;1,56E-01;;-21,75024897
54,4;-4,663716219;-2,459;-2,8633;0,4043;1,63E-01;;-21,75024897
54,42;-4,663716219;-2,5302;-2,9421;0,4119;1,70E-01;;-21,75024897
54,44;-4,663716219;-2,6007;-3,0188;0,4181;1,75E-01;;-21,75024897
54,46;-4,663716219;-2,6704;-3,0933;0,4229;1,79E-01;;-21,75024897
54,48;-4,663716219;-2,7392;-3,1657;0,4265;1,82E-01;;-21,75024897
54,5;-4,663716219;-2,807;-3,2359;0,4289;1,84E-01;;-21,75024897
54,52;-4,663716219;-2,8738;-3,3039;0,4301;1,85E-01;;-21,75024897
54,54;-4,663716219;-2,9395;-3,3698;0,4303;1,85E-01;;-21,75024897
54,56;-4,663716219;-3,004;-3,4335;0,4295;1,84E-01;;-21,75024897
54,58;-4,663716219;-3,0673;-3,495;0,4277;1,83E-01;;-21,75024897
54,6;-4,663716219;-3,1294;-3,5543;0,4249;1,81E-01;;-21,75024897
54,62;-4,663716219;-3,1903;-3,6116;0,4213;1,77E-01;;-21,75024897
54,64;-4,663716219;-3,2499;-3,6667;0,4168;1,74E-01;;-21,75024897
54,66;-4,663716219;-3,3081;-3,7197;0,4116;1,69E-01;;-21,75024897
54,68;-4,663716219;-3,365;-3,7706;0,4056;1,65E-01;;-21,75024897
54,7;-4,663716219;-3,4206;-3,8195;0,3989;1,59E-01;;-21,75024897
54,72;-4,663716219;-3,4749;-3,8663;0,3914;1,53E-01;;-21,75024897
54,74;-4,663716219;-3,5278;-3,9112;0,3834;1,47E-01;;-21,75024897
54,76;-4,663716219;-3,5793;-3,9541;0,3748;1,40E-01;;-21,75024897
54,78;-4,663716219;-3,6295;-3,9952;0,3657;1,34E-01;;-21,75024897
54,8;-4,663716219;-3,6783;-4,0343;0,356;1,27E-01;;-21,75024897
54,82;-4,663716219;-3,7258;-4,0716;0,3458;1,20E-01;;-21,75024897
54,84;-4,663716219;-3,772;-4,1072;0,3352;1,12E-01;;-21,75024897
54,86;-4,663716219;-3,8168;-4,141;0,3242;1,05E-01;;-21,75024897
54,88;-4,663716219;-3,8602;-4,1731;0,3129;9,79E-02;;-21,75024897
54,9;-4,663716219;-3,9024;-4,2036;0,3012;9,07E-02;;-21,75024897
54,92;-4,663716219;-3,9433;-4,2325;0,2892;8,36E-02;;-21,75024897
54,94;-4,663716219;-3,9828;-4,2599;0,2771;7,68E-02;;-21,75024897
54,96;-4,663716219;-4,0211;-4,2858;0,2647;7,01E-02;;-21,75024897
54,98;-4,663716219;-4,0582;-4,3103;0,2521;6,36E-02;;-21,75024897
55;-4,663716219;-4,0939;-4,3334;0,2395;5,74E-02;;-21,75024897
55,02;-4,663716219;-4,1285;-4,3552;0,2267;5,14E-02;;-21,75024897
55,04;-4,663716219;-4,1619;-4,3758;0,2139;4,58E-02;;-21,75024897
55,06;-4,663716219;-4,194;-4,3952;0,2012;4,05E-02;;-21,75024897
55,08;-4,663716219;-4,2251;-4,4134;0,1883;3,55E-02;;-21,75024897
55,1;-4,663716219;-4,2549;-4,4305;0,1756;3,08E-02;;-21,75024897
55,12;-4,663716219;-4,2837;-4,4466;0,1629;2,65E-02;;-21,75024897
55,14;-4,663716219;-4,3113;-4,4617;0,1504;2,26E-02;;-21,75024897
55,16;-4,663716219;-4,3379;-4,4758;0,1379;1,90E-02;;-21,75024897
55,18;-4,663716219;-4,3634;-4,4891;0,1257;1,58E-02;;-21,75024897
55,2;-4,663716219;-4,3879;-4,5015;0,1136;1,29E-02;;-21,75024897
55,22;-4,663716219;-4,4114;-4,5132;0,1018;1,04E-02;;-21,75024897
55,24;-4,663716219;-4,4339;-4,524;0,0901;8,12E-03;;-21,75024897
55,26;-4,663716219;-4,4554;-4,5342;0,0788;6,21E-03;;-21,75024897
55,28;-4,663716219;-4,476;-4,5437;0,0677;4,58E-03;;-21,75024897
55,3;-4,663716219;-4,4956;-4,5526;0,057;3,25E-03;;-21,75024897
55,32;-4,663716219;-4,5144;-4,5608;0,0464;2,15E-03;;-21,75024897
55,34;-4,663716219;-4,5323;-4,5685;0,0362;1,31E-03;;-21,75024897
55,36;-4,663716219;-4,5494;-4,5757;0,0263;6,92E-04;;-21,75024897
55,38;-4,663716219;-4,5656;-4,5824;0,0168;2,82E-04;;-21,75024897
55,4;-4,663716219;-4,5811;-4,5887;0,0076;5,78E-05;;-21,75024897
55,42;-4,663716219;-4,5958;-4,5944;-0,0014;1,96E-06;;-21,75024897
55,44;-4,663716219;-4,6097;-4,5998;-0,0099;9,80E-05;;-21,75024897
55,46;-4,663716219;-4,6229;-4,6048;-0,0181;3,28E-04;;-21,75024897
55,48;-4,663716219;-4,6354;-4,6095;-0,0259;6,71E-04;;-21,75024897
55,5;-4,663716219;-4,6472;-4,6138;-0,0334;1,12E-03;;-21,75024897
55,52;-4,663716219;-4,6583;-4,6178;-0,0405;1,64E-03;;-21,75024897
55,54;-4,663716219;-4,6688;-4,6216;-0,0472;2,23E-03;;-21,75024897
55,56;-4,663716219;-4,6787;-4,625;-0,0537;2,88E-03;;-21,75024897
55,58;-4,663716219;-4,688;-4,6282;-0,0598;3,58E-03;;-21,75024897
55,6;-4,663716219;-4,6967;-4,6312;-0,0655;4,29E-03;;-21,75024897
55,62;-4,663716219;-4,7049;-4,6339;-0,071;5,04E-03;;-21,75024897
55,64;-4,663716219;-4,7125;-4,6365;-0,076;5,78E-03;;-21,75024897
55,66;-4,663716219;-4,7196;-4,6388;-0,0808;6,53E-03;;-21,75024897
55,68;-4,663716219;-4,7262;-4,641;-0,0852;7,26E-03;;-21,75024897
55,7;-4,663716219;-4,7323;-4,643;-0,0893;7,97E-03;;-21,75024897
55,72;-4,663716219;-4,738;-4,6449;-0,0931;8,67E-03;;-21,75024897
55,74;-4,663716219;-4,7432;-4,6466;-0,0966;9,33E-03;;-21,75024897
55,76;-4,663716219;-4,748;-4,6482;-0,0998;9,96E-03;;-21,75024897
55,78;-4,663716219;-4,7524;-4,6497;-0,1027;1,05E-02;;-21,75024897
55,8;-4,663716219;-4,7564;-4,651;-0,1054;1,11E-02;;-21,75024897
55,82;-4,663716219;-4,76;-4,6523;-0,1077;1,16E-02;;-21,75024897
55,84;-4,663716219;-4,7633;-4,6535;-0,1098;1,21E-02;;-21,75024897
55,86;-4,663716219;-4,7662;-4,6546;-0,1116;1,25E-02;;-21,75024897
55,88;-4,663716219;-4,7688;-4,6556;-0,1132;1,28E-02;;-21,75024897
55,9;-4,663716219;-4,7711;-4,6565;-0,1146;1,31E-02;;-21,75024897
55,92;-4,663716219;-4,7731;-4,6573;-0,1158;1,34E-02;;-21,75024897
55,94;-4,663716219;-4,7748;-4,6581;-0,1167;1,36E-02;;-21,75024897
55,96;-4,663716219;-4,7763;-4,6589;-0,1174;1,38E-02;;-21,75024897
55,98;-4,663716219;-4,7775;-4,6596;-0,1179;1,39E-02;;-21,75024897
56;-4,663716219;-4,7785;-4,6602;-0,1183;1,40E-02;;-21,75024897
56,02;-4,663716219;-4,7792;-4,6608;-0,1184;1,40E-02;;-21,75024897
56,04;-4,663716219;-4,7797;-4,6613;-0,1184;1,40E-02;;-21,75024897
56,06;-4,663716219;-4,78;-4,6619;-0,1181;1,39E-02;;-21,75024897
56,08;-4,663716219;-4,7801;-4,6623;-0,1178;1,39E-02;;-21,75024897
56,1;-4,663716219;-4,7801;-4,6628;-0,1173;1,38E-02;;-21,75024897
56,12;-4,663716219;-4,7798;-4,6632;-0,1166;1,36E-02;;-21,75024897
56,14;-4,663716219;-4,7794;-4,6636;-0,1158;1,34E-02;;-21,75024897
56,16;-4,663716219;-4,7789;-4,664;-0,1149;1,32E-02;;-21,75024897
56,18;-4,663716219;-4,7782;-4,6644;-0,1138;1,30E-02;;-21,75024897
56,2;-4,663716219;-4,7774;-4,6648;-0,1126;1,27E-02;;-21,75024897
56,22;-4,663716219;-4,7764;-4,6651;-0,1113;1,24E-02;;-21,75024897
56,24;-4,663716219;-4,7754;-4,6654;-0,11;1,21E-02;;-21,75024897
56,26;-4,663716219;-4,7742;-4,6657;-0,1085;1,18E-02;;-21,75024897
56,28;-4,663716219;-4,7729;-4,666;-0,1069;1,14E-02;;-21,75024897
56,3;-4,663716219;-4,7716;-4,6663;-0,1053;1,11E-02;;-21,75024897
56,32;-4,663716219;-4,7701;-4,6666;-0,1035;1,07E-02;;-21,75024897
56,34;-4,663716219;-4,7686;-4,6669;-0,1017;1,03E-02;;-21,75024897
56,36;-4,663716219;-4,767;-4,6672;-0,0998;9,96E-03;;-21,75024897
56,38;-4,663716219;-4,7654;-4,6675;-0,0979;9,58E-03;;-21,75024897
56,4;-4,663716219;-4,7637;-4,6677;-0,096;9,22E-03;;-21,75024897
56,42;-4,663716219;-4,7619;-4,668;-0,0939;8,82E-03;;-21,75024897
56,44;-4,663716219;-4,7601;-4,6683;-0,0918;8,43E-03;;-21,75024897
56,46;-4,663716219;-4,7583;-4,6685;-0,0898;8,06E-03;;-21,75024897
56,48;-4,663716219;-4,7564;-4,6688;-0,0876;7,67E-03;;-21,75024897
56,5;-4,663716219;-4,7545;-4,6691;-0,0854;7,29E-03;;-21,75024897
56,52;-4,663716219;-4,7525;-4,6694;-0,0831;6,91E-03;;-21,75024897
56,54;-4,663716219;-4,7506;-4,6696;-0,081;6,56E-03;;-21,75024897
56,56;-4,663716219;-4,7486;-4,6699;-0,0787;6,19E-03;;-21,75024897
56,58;-4,663716219;-4,7466;-4,6702;-0,0764;5,84E-03;;-21,75024897
56,6;-4,663716219;-4,7446;-4,6705;-0,0741;5,49E-03;;-21,75024897
56,62;-4,663716219;-4,7426;-4,6707;-0,0719;5,17E-03;;-21,75024897
56,64;-4,663716219;-4,7406;-4,671;-0,0696;4,84E-03;;-21,75024897
56,66;-4,663716219;-4,7386;-4,6713;-0,0673;4,53E-03;;-21,75024897
56,68;-4,663716219;-4,7366;-4,6716;-0,065;4,23E-03;;-21,75024897
56,7;-4,663716219;-4,7346;-4,6719;-0,0627;3,93E-03;;-21,75024897
56,72;-4,663716219;-4,7326;-4,6722;-0,0604;3,65E-03;;-21,75024897
56,74;-4,663716219;-4,7307;-4,6725;-0,0582;3,39E-03;;-21,75024897
56,76;-4,663716219;-4,7287;-4,6728;-0,0559;3,12E-03;;-21,75024897
56,78;-4,663716219;-4,7268;-4,6731;-0,0537;2,88E-03;;-21,75024897
56,8;-4,663716219;-4,7249;-4,6734;-0,0515;2,65E-03;;-21,75024897
56,82;-4,663716219;-4,7229;-4,6737;-0,0492;2,42E-03;;-21,75024897
56,84;-4,663716219;-4,7211;-4,674;-0,0471;2,22E-03;;-21,75024897
56,86;-4,663716219;-4,7192;-4,6743;-0,0449;2,02E-03;;-21,75024897
56,88;-4,663716219;-4,7174;-4,6746;-0,0428;1,83E-03;;-21,75024897
56,9;-4,663716219;-4,7156;-4,675;-0,0406;1,65E-03;;-21,75024897
56,92;-4,663716219;-4,7138;-4,6753;-0,0385;1,48E-03;;-21,75024897
56,94;-4,663716219;-4,712;-4,6756;-0,0364;1,32E-03;;-21,75024897
56,96;-4,663716219;-4,7103;-4,6759;-0,0344;1,18E-03;;-21,75024897
56,98;-4,663716219;-4,7086;-4,6762;-0,0324;1,05E-03;;-21,75024897
57;-4,663716219;-4,7069;-4,6766;-0,0303;9,18E-04;;-21,75024897
57,02;-4,663716219;-4,7053;-4,6769;-0,0284;8,07E-04;;-21,75024897
57,04;-4,663716219;-4,7037;-4,6772;-0,0265;7,02E-04;;-21,75024897
57,06;-4,663716219;-4,7022;-4,6775;-0,0247;6,10E-04;;-21,75024897
57,08;-4,663716219;-4,7006;-4,6779;-0,0227;5,15E-04;;-21,75024897
57,1;-4,663716219;-4,6991;-4,6782;-0,0209;4,37E-04;;-21,75024897
57,12;-4,663716219;-4,6977;-4,6785;-0,0192;3,69E-04;;-21,75024897
57,14;-4,663716219;-4,6962;-4,6789;-0,0173;2,99E-04;;-21,75024897
57,16;-4,663716219;-4,6948;-4,6792;-0,0156;2,43E-04;;-21,75024897
57,18;-4,663716219;-4,6935;-4,6795;-0,014;1,96E-04;;-21,75024897
57,2;-4,663716219;-4,6921;-4,6798;-0,0123;1,51E-04;;-21,75024897
57,22;-4,663716219;-4,6908;-4,6802;-0,0106;1,12E-04;;-21,75024897
57,24;-4,663716219;-4,6896;-4,6805;-0,0091;8,28E-05;;-21,75024897
57,26;-4,663716219;-4,6884;-4,6808;-0,0076;5,78E-05;;-21,75024897
57,28;-4,663716219;-4,6872;-4,6811;-0,0061;3,72E-05;;-21,75024897
57,3;-4,663716219;-4,686;-4,6814;-0,0046;2,12E-05;;-21,75024897
57,32;-4,663716219;-4,6849;-4,6817;-0,0032;1,02E-05;;-21,75024897
57,34;-4,663716219;-4,6838;-4,6821;-0,0017;2,89E-06;;-21,75024897
57,36;-4,663716219;-4,6827;-4,6824;-0,0003;9,00E-08;;-21,75024897
57,38;-4,663716219;-4,6817;-4,6827;0,001;1,00E-06;;-21,75024897
57,4;-4,663716219;-4,6807;-4,683;0,0023;5,29E-06;;-21,75024897
57,42;-4,663716219;-4,6798;-4,6833;0,0035;1,22E-05;;-21,75024897
57,44;-4,663716219;-4,6788;-4,6836;0,0048;2,30E-05;;-21,75024897
57,46;-4,663716219;-4,6779;-4,6839;0,006;3,60E-05;;-21,75024897
57,48;-4,663716219;-4,6771;-4,6842;0,0071;5,04E-05;;-21,75024897
57,5;-4,663716219;-4,6762;-4,6844;0,0082;6,72E-05;;-21,75024897
57,52;-4,663716219;-4,6754;-4,6847;0,0093;8,65E-05;;-21,75024897
57,54;-4,663716219;-4,6747;-4,685;0,0103;1,06E-04;;-21,75024897
57,56;-4,663716219;-4,6739;-4,6853;0,0114;1,30E-04;;-21,75024897
57,58;-4,663716219;-4,6732;-4,6856;0,0124;1,54E-04;;-21,75024897
57,6;-4,663716219;-4,6725;-4,6858;0,0133;1,77E-04;;-21,75024897
57,62;-4,663716219;-4,6718;-4,6861;0,0143;2,04E-04;;-21,75024897
57,64;-4,663716219;-4,6712;-4,6864;0,0152;2,31E-04;;-21,75024897
57,66;-4,663716219;-4,6706;-4,6866;0,016;2,56E-04;;-21,75024897
57,68;-4,663716219;-4,67;-4,6869;0,0169;2,86E-04;;-21,75024897
57,7;-4,663716219;-4,6694;-4,6871;0,0177;3,13E-04;;-21,75024897
57,72;-4,663716219;-4,6689;-4,6874;0,0185;3,42E-04;;-21,75024897
57,74;-4,663716219;-4,6684;-4,6876;0,0192;3,69E-04;;-21,75024897
57,76;-4,663716219;-4,6679;-4,6879;0,02;4,00E-04;;-21,75024897
57,78;-4,663716219;-4,6674;-4,6881;0,0207;4,28E-04;;-21,75024897
57,8;-4,663716219;-4,667;-4,6883;0,0213;4,54E-04;;-21,75024897
57,82;-4,663716219;-4,6666;-4,6885;0,0219;4,80E-04;;-21,75024897
57,84;-4,663716219;-4,6661;-4,6888;0,0227;5,15E-04;;-21,75024897
57,86;-4,663716219;-4,6658;-4,689;0,0232;5,38E-04;;-21,75024897
57,88;-4,663716219;-4,6654;-4,6892;0,0238;5,66E-04;;-21,75024897
57,9;-4,663716219;-4,665;-4,6894;0,0244;5,95E-04;;-21,75024897
57,92;-4,663716219;-4,6647;-4,6896;0,0249;6,20E-04;;-21,75024897
57,94;-4,663716219;-4,6644;-4,6898;0,0254;6,45E-04;;-21,75024897
57,96;-4,663716219;-4,6641;-4,69;0,0259;6,71E-04;;-21,75024897
57,98;-4,663716219;-4,6638;-4,6902;0,0264;6,97E-04;;-21,75024897
58;-4,663716219;-4,6636;-4,6903;0,0267;7,13E-04;;-21,75024897
58,02;-4,663716219;-4,6633;-4,6905;0,0272;7,40E-04;;-21,75024897
