time;RNA;PID;A;A²;;%;
95,9;10,18743511;10,01;0,17743511;0,031483218;;;
95,92;10,18743511;10,01;0,17743511;0,031483218;;;
95,94;10,18743511;10,01;0,17743511;0,031483218;;;
95,96;10,18743511;10,01;0,17743511;0,031483218;;;
95,98;10,18743511;10,01;0,17743511;0,031483218;;;
96;10,18743511;10,01;0,17743511;0,031483218;;;
96,02;10,18743511;10,01;0,17743511;0,031483218;;;
96,04;10,18743511;10,01;0,17743511;0,031483218;;;
96,06;10,18743511;10,01;0,17743511;0,031483218;;;
96,08;10,18743511;10,01;0,17743511;0,031483218;;;
96,1;10,18743511;10,01;0,17743511;0,031483218;;;
96,12;10,18743511;10,01;0,17743511;0,031483218;;;
96,14;10,18743511;10,01;0,17743511;0,031483218;;;
96,16;10,18743511;10,01;0,17743511;0,031483218;;;
96,18;10,18743511;10,01;0,17743511;0,031483218;;;
96,2;10,18743511;10,01;0,17743511;0,031483218;;;
96,22;10,18743511;10,01;0,17743511;0,031483218;;;
96,24;10,18743511;10,01;0,17743511;0,031483218;;;
96,26;10,18743511;10,01;0,17743511;0,031483218;;;
96,28;10,18743511;10,01;0,17743511;0,031483218;;;
96,3;10,18743511;10,01;0,17743511;0,031483218;;;
96,32;10,18743511;10,01;0,17743511;0,031483218;;;
96,34;10,18743511;10,01;0,17743511;0,031483218;;;
96,36;10,18743511;10,01;0,17743511;0,031483218;;;
96,38;10,18743511;10,01;0,17743511;0,031483218;;;
96,4;10,18743511;10,01;0,17743511;0,031483218;;;
96,42;10,18743511;10,01;0,17743511;0,031483218;;;
96,44;10,18743511;10,01;0,17743511;0,031483218;;;
96,46;10,18743511;10,01;0,17743511;0,031483218;;;
96,48;10,18743511;10,01;0,17743511;0,031483218;;;
96,5;10,18743511;10,01;0,17743511;0,031483218;;;
96,52;10,18743511;10,01;0,17743511;0,031483218;;;
96,54;10,18743511;10,01;0,17743511;0,031483218;;;
96,56;10,18743511;10,01;0,17743511;0,031483218;;;
96,58;10,18743511;10,01;0,17743511;0,031483218;;;
96,6;10,18743511;10,01;0,17743511;0,031483218;;;
96,62;10,18743511;10,01;0,17743511;0,031483218;;;
96,64;10,18743511;10,01;0,17743511;0,031483218;;;
96,66;10,18743511;10,01;0,17743511;0,031483218;;;
96,68;10,18743511;10,01;0,17743511;0,031483218;;;
96,7;10,18743511;10,01;0,17743511;0,031483218;;;
96,72;10,18743511;10,01;0,17743511;0,031483218;;;
96,74;10,18743511;10,01;0,17743511;0,031483218;;;
96,76;10,18743511;10,01;0,17743511;0,031483218;;;
96,78;10,18743511;10,01;0,17743511;0,031483218;;;
96,8;10,18743511;10,01;0,17743511;0,031483218;;;
96,82;10,18743511;10,01;0,17743511;0,031483218;;;
96,84;10,18743511;10,01;0,17743511;0,031483218;;;
96,86;10,18743511;10,01;0,17743511;0,031483218;;;
96,88;10,18743511;10,01;0,17743511;0,031483218;;;
96,9;10,18743511;10,01;0,17743511;0,031483218;;;
96,92;10,18743511;10,01;0,17743511;0,031483218;;;
96,94;10,18743511;10,01;0,17743511;0,031483218;;;
96,96;10,18743511;10,01;0,17743511;0,031483218;;;
96,98;10,18743511;10,01;0,17743511;0,031483218;;;
97;10,18743511;10,01;0,17743511;0,031483218;;;
97,02;10,18743511;10,01;0,17743511;0,031483218;;;
97,04;10,18743511;10,01;0,17743511;0,031483218;;;
97,06;10,18743511;10,01;0,17743511;0,031483218;;;
97,08;10,18743511;10,01;0,17743511;0,031483218;;;
97,1;10,18743511;10,01;0,17743511;0,031483218;;;
97,12;10,18743511;10,01;0,17743511;0,031483218;;;
97,14;10,18743511;10,01;0,17743511;0,031483218;;;
97,16;10,18743511;10,01;0,17743511;0,031483218;;;
97,18;10,18743511;10,01;0,17743511;0,031483218;;;
97,2;10,18743511;10,01;0,17743511;0,031483218;;;
97,22;10,18743511;10,01;0,17743511;0,031483218;;;
97,24;10,18743511;10,01;0,17743511;0,031483218;;;
97,26;10,18743511;10,01;0,17743511;0,031483218;;;
97,28;10,18743511;10,01;0,17743511;0,031483218;;;
97,3;10,18743511;10,01;0,17743511;0,031483218;;;
97,32;10,18743511;10,01;0,17743511;0,031483218;;;
97,34;10,18743511;10,01;0,17743511;0,031483218;;;
97,36;10,18743511;10,01;0,17743511;0,031483218;;;
97,38;10,18743511;10,01;0,17743511;0,031483218;;;
97,4;10,18743511;10,01;0,17743511;0,031483218;;;
97,42;10,18743511;10,01;0,17743511;0,031483218;;;
97,44;10,18743511;10,01;0,17743511;0,031483218;;;
97,46;10,18743511;10,01;0,17743511;0,031483218;;;
97,48;10,18743511;10,01;0,17743511;0,031483218;;;
97,5;10,18743511;10,01;0,17743511;0,031483218;;;
97,52;10,18743511;10,01;0,17743511;0,031483218;;;
97,54;10,18743511;10,01;0,17743511;0,031483218;;;
97,56;10,18743511;10,01;0,17743511;0,031483218;;;
97,58;10,18743511;10,01;0,17743511;0,031483218;;;
97,6;10,18743511;10,01;0,17743511;0,031483218;;;
97,62;10,18743511;10,01;0,17743511;0,031483218;;;
97,64;10,18743511;10,01;0,17743511;0,031483218;;;
97,66;10,18743511;10,01;0,17743511;0,031483218;;;
97,68;10,18743511;10,01;0,17743511;0,031483218;;;
97,7;10,18743511;10,01;0,17743511;0,031483218;;;
97,72;10,18743511;10,01;0,17743511;0,031483218;;;
97,74;10,18743511;10,01;0,17743511;0,031483218;;;
97,76;10,18743511;10,01;0,17743511;0,031483218;;;
97,78;10,18743511;10,01;0,17743511;0,031483218;;;
97,8;10,18743511;10,01;0,17743511;0,031483218;;;
97,82;10,18743511;10,01;0,17743511;0,031483218;;;
97,84;10,18743511;10,01;0,17743511;0,031483218;;;
97,86;10,18743511;10,01;0,17743511;0,031483218;;;
97,88;10,18743511;10,01;0,17743511;0,031483218;;;
97,9;10,18743511;10,01;0,17743511;0,031483218;;;
97,92;10,18743511;10,01;0,17743511;0,031483218;;;
97,94;10,18743511;10,01;0,17743511;0,031483218;;;
97,96;10,18743511;10,01;0,17743511;0,031483218;;;
97,98;10,18743511;10,01;0,17743511;0,031483218;;;
98;10,18743511;10,01;0,17743511;0,031483218;;;
98,02;10,18743511;10,01;0,17743511;0,031483218;;;
98,04;10,18743511;10,01;0,17743511;0,031483218;;;
98,06;10,18743511;10,01;0,17743511;0,031483218;;;
98,08;10,18743511;10,01;0,17743511;0,031483218;;;
98,1;10,18743511;10,01;0,17743511;0,031483218;;;
98,12;10,18743511;10,01;0,17743511;0,031483218;;;
98,14;10,18743511;10,01;0,17743511;0,031483218;;;
98,16;10,18743511;10,01;0,17743511;0,031483218;;;
98,18;10,18743511;10,01;0,17743511;0,031483218;;;
98,2;10,18743511;10,01;0,17743511;0,031483218;;;
98,22;10,18743511;10,01;0,17743511;0,031483218;;;
98,24;10,18743511;10,01;0,17743511;0,031483218;;;
98,26;10,18743511;10,01;0,17743511;0,031483218;;;
98,28;10,18743511;10,01;0,17743511;0,031483218;;;
98,3;10,18743511;10,01;0,17743511;0,031483218;;;
98,32;10,18743511;10,01;0,17743511;0,031483218;;;
98,34;10,18743511;10,01;0,17743511;0,031483218;;;
98,36;10,18743511;10,01;0,17743511;0,031483218;;;
98,38;10,18743511;10,01;0,17743511;0,031483218;;;
98,4;10,18743511;10,01;0,17743511;0,031483218;;;
98,42;10,18743511;10,01;0,17743511;0,031483218;;;
98,44;10,18743511;10,01;0,17743511;0,031483218;;;
98,46;10,18743511;10,01;0,17743511;0,031483218;;;
98,48;10,18743511;10,01;0,17743511;0,031483218;;;
98,5;10,18743511;10,01;0,17743511;0,031483218;;;
98,52;10,18743511;10,01;0,17743511;0,031483218;;;
98,54;10,18743511;10,01;0,17743511;0,031483218;;;
98,56;10,18743511;10,01;0,17743511;0,031483218;;;
98,58;10,18743511;10,01;0,17743511;0,031483218;;;
98,6;10,18743511;10,01;0,17743511;0,031483218;;;
98,62;10,18743511;10,01;0,17743511;0,031483218;;;
98,64;10,18743511;10,01;0,17743511;0,031483218;;;
98,66;10,18743511;10,01;0,17743511;0,031483218;;;
98,68;10,18743511;10,01;0,17743511;0,031483218;;;
98,7;10,18743511;10,01;0,17743511;0,031483218;;;
98,72;10,18743511;10,01;0,17743511;0,031483218;;;
98,74;10,18743511;10,01;0,17743511;0,031483218;;;
98,76;10,18743511;10,01;0,17743511;0,031483218;;;
98,78;10,18743511;10,01;0,17743511;0,031483218;;;
98,8;10,18743511;10,01;0,17743511;0,031483218;;;
98,82;10,18743511;10,01;0,17743511;0,031483218;;;
98,84;10,18743511;10,01;0,17743511;0,031483218;;;
98,86;10,18743511;10,01;0,17743511;0,031483218;;;
98,88;10,18743511;10,01;0,17743511;0,031483218;;;
98,9;10,18743511;10,01;0,17743511;0,031483218;;;
98,92;10,18743511;10,01;0,17743511;0,031483218;;;
98,94;10,18743511;10,01;0,17743511;0,031483218;;;
98,96;10,18743511;10,01;0,17743511;0,031483218;;;
98,98;10,18743511;10,01;0,17743511;0,031483218;;;
99;10,18743511;10,01;0,17743511;0,031483218;;;
99,02;10,18743511;10,01;0,17743511;0,031483218;;;
99,04;10,18743511;10,01;0,17743511;0,031483218;;;
99,06;10,18743511;10,01;0,17743511;0,031483218;;;
99,08;10,18743511;10,01;0,17743511;0,031483218;;;
99,1;10,18743511;10,01;0,17743511;0,031483218;;;
99,12;10,18743511;10,01;0,17743511;0,031483218;;;
99,14;10,18743511;10,01;0,17743511;0,031483218;;;
99,16;10,18743511;10,01;0,17743511;0,031483218;;;
99,18;10,18743511;10,01;0,17743511;0,031483218;;;
99,2;10,18743511;10,01;0,17743511;0,031483218;;;
99,22;10,18743511;10,01;0,17743511;0,031483218;;;
99,24;10,18743511;10,01;0,17743511;0,031483218;;;
99,26;10,18743511;10,01;0,17743511;0,031483218;;;
99,28;10,18743511;10,01;0,17743511;0,031483218;;;
99,3;10,18743511;10,01;0,17743511;0,031483218;;;
99,32;10,18743511;10,01;0,17743511;0,031483218;;;
99,34;10,18743511;10,01;0,17743511;0,031483218;;;
99,36;10,18743511;10,01;0,17743511;0,031483218;;;
99,38;10,18743511;10,01;0,17743511;0,031483218;;;
99,4;10,18743511;10,01;0,17743511;0,031483218;;;
99,42;10,18743511;10,01;0,17743511;0,031483218;;;
99,44;10,18743511;10,01;0,17743511;0,031483218;;;
99,46;10,18743511;10,01;0,17743511;0,031483218;;;
99,48;10,18743511;10,01;0,17743511;0,031483218;;;
99,5;10,18743511;10,01;0,17743511;0,031483218;;;
99,52;10,18743511;10,01;0,17743511;0,031483218;;;
99,54;10,18743511;10,01;0,17743511;0,031483218;;;
99,56;10,18743511;10,01;0,17743511;0,031483218;;;
99,58;10,18743511;10,01;0,17743511;0,031483218;;;
99,6;10,18743511;10,01;0,17743511;0,031483218;;;
99,62;10,18743511;10,01;0,17743511;0,031483218;;;
99,64;10,18743511;10,01;0,17743511;0,031483218;;;
99,66;10,18743511;10,01;0,17743511;0,031483218;;;
99,68;10,18743511;10,01;0,17743511;0,031483218;;;
99,7;10,18743511;10,01;0,17743511;0,031483218;;;
99,72;10,18743511;10,01;0,17743511;0,031483218;;;
99,74;10,18743511;10,01;0,17743511;0,031483218;;;
99,76;10,18743511;10,01;0,17743511;0,031483218;;;
99,78;10,18743511;10,01;0,17743511;0,031483218;;;
99,8;10,18743511;10,01;0,17743511;0,031483218;;;
99,82;10,18743511;10,01;0,17743511;0,031483218;;;
99,84;10,18743511;10,01;0,17743511;0,031483218;;;
99,86;10,18743511;10,01;0,17743511;0,031483218;;;
99,88;10,18743511;10,01;0,17743511;0,031483218;;;
99,9;10,18743511;10,01;0,17743511;0,031483218;;;
99,92;10,18743511;10,01;0,17743511;0,031483218;;;
99,94;10,18743511;10,01;0,17743511;0,031483218;;;
99,96;10,18743511;10,01;0,17743511;0,031483218;;;
99,98;10,18743511;10,01;0,17743511;0,031483218;;;
100;10,18743511;10,01;0,17743511;0,031483218;;;
100,02;10,18743511;10,01;0,17743511;0,031483218;;;
100,04;10,18743511;10,01;0,17743511;0,031483218;;;
100,06;10,18743511;10,01;0,17743511;0,031483218;;;
100,08;10,18743511;10,01;0,17743511;0,031483218;;;
100,1;10,18743511;10,01;0,17743511;0,031483218;;;
100,12;10,18743511;10,01;0,17743511;0,031483218;;;
100,14;10,18743511;10,01;0,17743511;0,031483218;;;
100,16;10,18743511;10,01;0,17743511;0,031483218;;;
100,18;10,18743511;10,01;0,17743511;0,031483218;;;
100,2;10,18743511;10,01;0,17743511;0,031483218;;;
100,22;10,18743511;10,01;0,17743511;0,031483218;;;
100,24;10,18743511;10,01;0,17743511;0,031483218;;;
100,26;10,18743511;10,01;0,17743511;0,031483218;;;
100,28;10,18743511;10,01;0,17743511;0,031483218;;;
100,3;10,18743511;10,01;0,17743511;0,031483218;;;
100,32;10,18743511;10,01;0,17743511;0,031483218;;;
100,34;10,18743511;10,01;0,17743511;0,031483218;;;
100,36;10,18743511;10,01;0,17743511;0,031483218;;;
100,38;10,18743511;10,01;0,17743511;0,031483218;;;
100,4;10,18743511;10,01;0,17743511;0,031483218;;;
100,42;10,18743511;10,01;0,17743511;0,031483218;;;
100,44;10,18743511;10,01;0,17743511;0,031483218;;;
100,46;10,18743511;10,01;0,17743511;0,031483218;;;
100,48;10,18743511;10,01;0,17743511;0,031483218;;;
100,5;10,18743511;10,01;0,17743511;0,031483218;;;
100,52;10,18743511;10,01;0,17743511;0,031483218;;;
100,54;10,18743511;10,01;0,17743511;0,031483218;;;
100,56;10,18743511;10,01;0,17743511;0,031483218;;;
100,58;10,18743511;10,01;0,17743511;0,031483218;;;
100,6;10,18743511;10,01;0,17743511;0,031483218;;;
100,62;10,18743511;10,01;0,17743511;0,031483218;;;
100,64;10,18743511;10,01;0,17743511;0,031483218;;;
100,66;10,18743511;10,01;0,17743511;0,031483218;;;
100,68;10,18743511;10,01;0,17743511;0,031483218;;;
100,7;10,18743511;10,01;0,17743511;0,031483218;;;
100,72;10,18743511;10,01;0,17743511;0,031483218;;;
100,74;10,18743511;10,01;0,17743511;0,031483218;;;
100,76;10,18743511;10,01;0,17743511;0,031483218;;;
100,78;10,18743511;10,01;0,17743511;0,031483218;;;
100,8;10,18743511;10,01;0,17743511;0,031483218;;;
100,82;10,18743511;10,01;0,17743511;0,031483218;;;
100,84;10,18743511;10,01;0,17743511;0,031483218;;;
100,86;10,18743511;10,01;0,17743511;0,031483218;;;
100,88;10,18743511;10,01;0,17743511;0,031483218;;;
100,9;10,18743511;10,01;0,17743511;0,031483218;;;
100,92;10,18743511;10,01;0,17743511;0,031483218;;;
100,94;10,18743511;10,01;0,17743511;0,031483218;;;
100,96;10,18743511;10,01;0,17743511;0,031483218;;;
100,98;10,18743511;10,01;0,17743511;0,031483218;;;
101;10,18743511;10,01;0,17743511;0,031483218;;;
101,02;10,18743511;10,01;0,17743511;0,031483218;;;
101,04;10,18743511;10,01;0,17743511;0,031483218;;;
101,06;10,18743511;10,01;0,17743511;0,031483218;;;
101,08;10,18743511;10,01;0,17743511;0,031483218;;;
101,1;10,18743511;10,01;0,17743511;0,031483218;;;
101,12;10,18743511;10,01;0,17743511;0,031483218;;;
101,14;10,18743511;10,01;0,17743511;0,031483218;;;
101,16;10,18743511;10,01;0,17743511;0,031483218;;;
101,18;10,18743511;10,01;0,17743511;0,031483218;;;
101,2;10,18743511;10,01;0,17743511;0,031483218;;;
101,22;10,18743511;10,01;0,17743511;0,031483218;;;
101,24;10,18743511;10,01;0,17743511;0,031483218;;;
101,26;10,18743511;10,01;0,17743511;0,031483218;;;
101,28;10,18743511;10,01;0,17743511;0,031483218;;;
101,3;10,18743511;10,01;0,17743511;0,031483218;;;
101,32;10,18743511;10,01;0,17743511;0,031483218;;;
101,34;10,18743511;10,01;0,17743511;0,031483218;;;
101,36;10,18743511;10,01;0,17743511;0,031483218;;;
101,38;10,18743511;10,01;0,17743511;0,031483218;;;
101,4;10,18743511;10,01;0,17743511;0,031483218;;;
101,42;10,18743511;10,01;0,17743511;0,031483218;;;
101,44;10,18743511;10,01;0,17743511;0,031483218;;;
101,46;10,18743511;10,01;0,17743511;0,031483218;;;
101,48;10,18743511;10,01;0,17743511;0,031483218;;;
101,5;10,18743511;10,01;0,17743511;0,031483218;;;
101,52;10,18743511;10,01;0,17743511;0,031483218;;;
101,54;10,18743511;10,01;0,17743511;0,031483218;;;
101,56;10,18743511;10,01;0,17743511;0,031483218;;;
101,58;10,18743511;10,01;0,17743511;0,031483218;;;
101,6;10,18743511;10,01;0,17743511;0,031483218;;;
101,62;10,18743511;10,01;0,17743511;0,031483218;;;
101,64;10,18743511;10,01;0,17743511;0,031483218;;;
101,66;10,18743511;10,01;0,17743511;0,031483218;;;
101,68;10,18743511;10,01;0,17743511;0,031483218;;;
101,7;10,18743511;10,01;0,17743511;0,031483218;;;
101,72;10,18743511;10,01;0,17743511;0,031483218;;;
101,74;10,18743511;10,01;0,17743511;0,031483218;;;
101,76;10,18743511;10,01;0,17743511;0,031483218;;;
101,78;10,18743511;10,01;0,17743511;0,031483218;;;
101,8;10,18743511;10,01;0,17743511;0,031483218;;;
101,82;10,18743511;10,01;0,17743511;0,031483218;;;
101,84;10,18743511;10,01;0,17743511;0,031483218;;;
101,86;10,18743511;10,01;0,17743511;0,031483218;;;
101,88;10,18743511;10,01;0,17743511;0,031483218;;;
101,9;10,18743511;10,01;0,17743511;0,031483218;;;
101,92;10,18743511;10,01;0,17743511;0,031483218;;;
101,94;10,18743511;10,01;0,17743511;0,031483218;;;
101,96;10,18743511;10,01;0,17743511;0,031483218;;;
101,98;10,18743511;10,01;0,17743511;0,031483218;;;
102;10,18743511;10,01;0,17743511;0,031483218;;;
102,02;10,18743511;10,01;0,17743511;0,031483218;;;
102,04;10,18743511;10,01;0,17743511;0,031483218;;;
102,06;10,18743511;10,01;0,17743511;0,031483218;;;
102,08;10,18743511;10,01;0,17743511;0,031483218;;;
102,1;10,18743511;10,01;0,17743511;0,031483218;;;
102,12;10,18743511;10,01;0,17743511;0,031483218;;;
102,14;10,18743511;10,01;0,17743511;0,031483218;;;
102,16;10,18743511;10,01;0,17743511;0,031483218;;;
102,18;10,18743511;10,01;0,17743511;0,031483218;;;
102,2;10,18743511;10,01;0,17743511;0,031483218;;;
102,22;10,18743511;10,01;0,17743511;0,031483218;;;
102,24;10,18743511;10,01;0,17743511;0,031483218;;;
102,26;10,18743511;10,01;0,17743511;0,031483218;;;
102,28;10,18743511;10,01;0,17743511;0,031483218;;;
102,3;10,18743511;10,01;0,17743511;0,031483218;;;
102,32;10,18743511;10,01;0,17743511;0,031483218;;;
102,34;10,18743511;10,01;0,17743511;0,031483218;;;
102,36;10,18743511;10,01;0,17743511;0,031483218;;;
102,38;10,18743511;10,01;0,17743511;0,031483218;;;
102,4;10,18743511;10,01;0,17743511;0,031483218;;;
102,42;10,18743511;10,01;0,17743511;0,031483218;;;
102,44;10,18743511;10,01;0,17743511;0,031483218;;;
102,46;10,18743511;10,01;0,17743511;0,031483218;;;
102,48;10,18743511;10,01;0,17743511;0,031483218;;;
102,5;10,18743511;10,01;0,17743511;0,031483218;;;
102,52;10,18743511;10,01;0,17743511;0,031483218;;;
102,54;10,18743511;10,01;0,17743511;0,031483218;;;
102,56;10,18743511;10,01;0,17743511;0,031483218;;;
102,58;10,18743511;10,01;0,17743511;0,031483218;;;
102,6;10,18743511;10,01;0,17743511;0,031483218;;;
102,62;10,18743511;10,01;0,17743511;0,031483218;;;
102,64;10,18743511;10,01;0,17743511;0,031483218;;;
102,66;10,18743511;10,01;0,17743511;0,031483218;;;
102,68;10,18743511;10,01;0,17743511;0,031483218;;;
102,7;10,18743511;10,01;0,17743511;0,031483218;;;
102,72;10,18743511;10,01;0,17743511;0,031483218;;;
102,74;10,18743511;10,01;0,17743511;0,031483218;;;
102,76;10,18743511;10,01;0,17743511;0,031483218;;;
102,78;10,18743511;10,01;0,17743511;0,031483218;;;
102,8;10,18743511;10,01;0,17743511;0,031483218;;;
102,82;10,18743511;10,01;0,17743511;0,031483218;;;
102,84;10,18743511;10,01;0,17743511;0,031483218;;;
102,86;10,18743511;10,01;0,17743511;0,031483218;;;
102,88;10,18743511;10,01;0,17743511;0,031483218;;;
102,9;10,18743511;10,01;0,17743511;0,031483218;;;
102,92;10,18743511;10,01;0,17743511;0,031483218;;;
102,94;10,18743511;10,01;0,17743511;0,031483218;;;
102,96;10,18743511;10,01;0,17743511;0,031483218;;;
102,98;10,18743511;10,01;0,17743511;0,031483218;;;
103;10,18743511;10,01;0,17743511;0,031483218;;;
103,02;10,18743511;10,01;0,17743511;0,031483218;;;
103,04;10,18743511;10,01;0,17743511;0,031483218;;;
103,06;10,18743511;10,01;0,17743511;0,031483218;;;
103,08;10,18743511;10,01;0,17743511;0,031483218;;;
103,1;10,18743511;10,01;0,17743511;0,031483218;;;
103,12;10,18743511;10,01;0,17743511;0,031483218;;;
103,14;10,18743511;10,01;0,17743511;0,031483218;;;
103,16;10,18743511;10,01;0,17743511;0,031483218;;;
103,18;10,18743511;10,01;0,17743511;0,031483218;;;
103,2;10,18743511;10,01;0,17743511;0,031483218;;;
103,22;10,18743511;10,01;0,17743511;0,031483218;;;
103,24;10,18743511;10,01;0,17743511;0,031483218;;;
103,26;10,18743511;10,01;0,17743511;0,031483218;;;
103,28;10,18743511;10,01;0,17743511;0,031483218;;;
103,3;10,18743511;10,01;0,17743511;0,031483218;;;
103,32;10,18743511;10,01;0,17743511;0,031483218;;;
103,34;10,18743511;10,01;0,17743511;0,031483218;;;
103,36;10,18743511;10,01;0,17743511;0,031483218;;;
103,38;10,18743511;10,01;0,17743511;0,031483218;;;
103,4;10,18743511;10,01;0,17743511;0,031483218;;;
103,42;10,18743511;10,01;0,17743511;0,031483218;;;
103,44;10,18743511;10,01;0,17743511;0,031483218;;;
103,46;10,18743511;10,01;0,17743511;0,031483218;;;
103,48;10,18743511;10,01;0,17743511;0,031483218;;;
103,5;10,18743511;10,01;0,17743511;0,031483218;;;
103,52;10,18743511;10,01;0,17743511;0,031483218;;;
103,54;10,18743511;10,01;0,17743511;0,031483218;;;
103,56;10,18743511;10,01;0,17743511;0,031483218;;;
103,58;10,18743511;10,01;0,17743511;0,031483218;;;
103,6;10,18743511;10,01;0,17743511;0,031483218;;;
103,62;10,18743511;10,01;0,17743511;0,031483218;;;
103,64;10,18743511;10,01;0,17743511;0,031483218;;;
103,66;10,18743511;10,01;0,17743511;0,031483218;;;
103,68;10,18743511;10,01;0,17743511;0,031483218;;;
103,7;10,18743511;10,01;0,17743511;0,031483218;;;
103,72;10,18743511;10,01;0,17743511;0,031483218;;;
103,74;10,18743511;10,01;0,17743511;0,031483218;;;
103,76;10,18743511;10,01;0,17743511;0,031483218;;;
103,78;10,18743511;10,01;0,17743511;0,031483218;;;
103,8;10,18743511;10,01;0,17743511;0,031483218;;;
103,82;10,18743511;10,01;0,17743511;0,031483218;;;
103,84;10,18743511;10,01;0,17743511;0,031483218;;;
103,86;10,18743511;10,01;0,17743511;0,031483218;;;
103,88;10,18743511;10,01;0,17743511;0,031483218;;;
103,9;10,18743511;10,01;0,17743511;0,031483218;;;
103,92;10,18743511;10,01;0,17743511;0,031483218;;;
103,94;10,18743511;10,01;0,17743511;0,031483218;;;
103,96;10,18743511;10,01;0,17743511;0,031483218;;;
103,98;10,18743511;10,01;0,17743511;0,031483218;;;
104;10,18743511;10,01;0,17743511;0,031483218;;;
104,02;10,18743511;10,01;0,17743511;0,031483218;;;
104,04;10,18743511;10,01;0,17743511;0,031483218;;;
104,06;10,18743511;10,01;0,17743511;0,031483218;;;
104,08;10,18743511;10,01;0,17743511;0,031483218;;;
104,1;10,18743511;10,01;0,17743511;0,031483218;;;
104,12;10,18743511;10,01;0,17743511;0,031483218;;;
104,14;10,18743511;10,01;0,17743511;0,031483218;;;
104,16;10,18743511;10,01;0,17743511;0,031483218;;;
104,18;10,18743511;10,01;0,17743511;0,031483218;;;
104,2;10,18743511;10,01;0,17743511;0,031483218;;;
104,22;10,18743511;10,01;0,17743511;0,031483218;;;
104,24;10,18743511;10,01;0,17743511;0,031483218;;;
104,26;10,18743511;10,01;0,17743511;0,031483218;;;
104,28;10,18743511;10,01;0,17743511;0,031483218;;;
104,3;10,18743511;10,01;0,17743511;0,031483218;;;
104,32;10,18743511;10,01;0,17743511;0,031483218;;;
104,34;10,18743511;10,01;0,17743511;0,031483218;;;
104,36;10,18743511;10,01;0,17743511;0,031483218;;;
104,38;10,18743511;10,01;0,17743511;0,031483218;;;
104,4;10,18743511;10,01;0,17743511;0,031483218;;;
104,42;10,18743511;10,01;0,17743511;0,031483218;;;
104,44;10,18743511;10,01;0,17743511;0,031483218;;;
104,46;10,18743511;10,01;0,17743511;0,031483218;;;
104,48;10,18743511;10,01;0,17743511;0,031483218;;;
104,5;10,18743511;10,01;0,17743511;0,031483218;;;
104,52;10,18743511;10,01;0,17743511;0,031483218;;;
104,54;10,18743511;10,01;0,17743511;0,031483218;;;
104,56;10,18743511;10,01;0,17743511;0,031483218;;;
104,58;10,18743511;10,01;0,17743511;0,031483218;;;
104,6;10,18743511;10,01;0,17743511;0,031483218;;;
104,62;10,18743511;10,01;0,17743511;0,031483218;;;
104,64;10,18743511;10,01;0,17743511;0,031483218;;;
104,66;10,18743511;10,01;0,17743511;0,031483218;;;
104,68;10,18743511;10,01;0,17743511;0,031483218;;;
104,7;10,18743511;10,01;0,17743511;0,031483218;;;
104,72;10,18743511;10,01;0,17743511;0,031483218;;;
104,74;10,18743511;10,01;0,17743511;0,031483218;;;
104,76;10,18743511;10,01;0,17743511;0,031483218;;;
104,78;10,18743511;10,01;0,17743511;0,031483218;;;
104,8;10,18743511;10,01;0,17743511;0,031483218;;;
104,82;10,18743511;10,01;0,17743511;0,031483218;;;
104,84;10,18743511;10,01;0,17743511;0,031483218;;;
104,86;10,18743511;10,01;0,17743511;0,031483218;;;
104,88;10,18743511;10,01;0,17743511;0,031483218;;;
104,9;10,18743511;10,01;0,17743511;0,031483218;;;
104,92;10,18743511;10,01;0,17743511;0,031483218;;;
104,94;10,18743511;10,01;0,17743511;0,031483218;;;
104,96;10,18743511;10,01;0,17743511;0,031483218;;;
104,98;10,18743511;10,01;0,17743511;0,031483218;;;
105;10,18743511;10,01;0,17743511;0,031483218;;;
105,02;10,18743511;10,01;0,17743511;0,031483218;;;
105,04;10,18743511;10,01;0,17743511;0,031483218;;;
105,06;10,18743511;10,01;0,17743511;0,031483218;;;
105,08;10,18743511;10,01;0,17743511;0,031483218;;;
105,1;10,18743511;10,01;0,17743511;0,031483218;;;
105,12;10,18743511;10,01;0,17743511;0,031483218;;;
105,14;10,18743511;10,01;0,17743511;0,031483218;;;
105,16;10,18743511;10,01;0,17743511;0,031483218;;;
105,18;10,18743511;10,01;0,17743511;0,031483218;;;
105,2;10,18743511;10,01;0,17743511;0,031483218;;;
105,22;10,18743511;10,01;0,17743511;0,031483218;;;
105,24;10,18743511;10,01;0,17743511;0,031483218;;;
105,26;10,18743511;10,01;0,17743511;0,031483218;;;
105,28;10,18743511;10,01;0,17743511;0,031483218;;;
105,3;10,18743511;10,01;0,17743511;0,031483218;;;
105,32;10,18743511;10,01;0,17743511;0,031483218;;;
105,34;10,18743511;10,01;0,17743511;0,031483218;;;
105,36;10,18743511;10,01;0,17743511;0,031483218;;;
105,38;10,18743511;10,01;0,17743511;0,031483218;;;
105,4;10,18743511;10,01;0,17743511;0,031483218;;;
105,42;10,18743511;10,01;0,17743511;0,031483218;;;
105,44;10,18743511;10,01;0,17743511;0,031483218;;;
105,46;10,18743511;10,01;0,17743511;0,031483218;;;
105,48;10,18743511;10,01;0,17743511;0,031483218;;;
105,5;10,18743511;10,01;0,17743511;0,031483218;;;
105,52;10,18743511;10,01;0,17743511;0,031483218;;;
